Model;Scenario;Region;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;0.7065;0.7172;0.7287;0.7393;0.7363;0.7294;0.7257;0.7173;0.7137;0.705;0.7029;0.7099;0.7262;0.7586;0.7704;0.7586;0.76;0.7579;0.7558;0.7654;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;11.4589;11.5645;11.5838;11.5785;11.5122;11.7218;11.5735;11.3794;11.6431;11.3083;10.9005;10.7744;10.0747;9.0623;8.5581;8.2371;7.7865;7.5066;6.7542;6.3444;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;1.8531;1.8678;1.868;1.8635;1.849;1.8602;1.8281;1.7866;1.792;1.7295;1.6572;1.6137;1.5095;1.3764;1.3023;1.2514;1.1864;1.1412;1.0458;0.9872;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use|Agriculture|Enteric Fermentation;Mt CH4/yr;9.4337;9.5242;9.5423;9.5411;9.4892;9.6879;9.5722;9.4202;9.6792;9.4081;9.074;8.9931;8.3999;7.5236;7.0972;6.8311;6.4495;6.2192;5.5669;5.2205;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use|Agriculture|Rice;Mt CH4/yr;0.1721;0.1725;0.1735;0.174;0.174;0.1738;0.1733;0.1726;0.1719;0.1707;0.1693;0.1676;0.1653;0.1622;0.1587;0.1547;0.1506;0.1462;0.1415;0.1367;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use|Forest Burning;Mt CH4/yr;0.0283;0.0283;0.0283;0.0292;0.0292;0.0292;0.03;0.0305;0.0305;0.031;0.1443;0.0583;0.0592;0.1127;0.034;0.0451;0.2469;0.1209;0.033;0.0738;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use|Savannah Burning;Mt CH4/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CO2|Land Use;Mt CO2/yr;-3.6963;43.2739;379.4297;687.2415;336.296;-1.8858;-21.0213;-37.8549;-31.6896;-64.8052;-89.4561;-56.1619;-41.6303;-28.9023;-26.4138;-42.036;-24.447;-42.3057;-74.3287;-35.4666;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use;kt N2O/yr;794.3609;794.3249;803.3162;799.2281;781.8633;764.6286;747.5706;727.6101;721.6291;699.2488;689.8224;679.7156;671.5333;670.8631;658.9296;641.2041;638.8523;624.7917;598.4553;596.3061;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use|Agricultural Waste Burning;kt N2O/yr;8.0288;8.1496;8.2809;8.4016;8.3668;8.2881;8.2461;8.1511;8.1104;8.0117;7.9871;8.0668;8.2526;8.6202;8.7542;8.6206;8.6361;8.613;8.5884;8.6974;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use|Agriculture;kt N2O/yr;784.9163;784.7593;793.6191;789.3643;772.0341;754.8779;737.8227;717.9326;711.9923;689.6885;674.1479;668.6219;660.2077;656.2718;648.4663;630.2772;616.976;609.7629;588.2146;583.7516;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use|Agriculture|AWM;kt N2O/yr;118.9822;114.4903;109.9702;105.1687;99.827;96.4349;90.441;84.151;80.9296;73.9649;67.7561;63.359;56.0905;47.7894;42.4507;38.2605;33.7647;30.1931;25.1967;21.7261;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use|Agriculture|Cropland Soils;kt N2O/yr;570.5262;580.2849;600.8842;608.2808;603.0079;593.0513;588.0344;580.099;579.2661;569.4072;565.3821;567.2735;572.0931;583.6765;585.239;574.0715;568.3746;566.7706;554.0369;555.0449;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use|Agriculture|Pasture;kt N2O/yr;95.4079;89.9841;82.7647;75.9148;69.1993;65.3918;59.3473;53.6826;51.7966;46.3164;41.0097;37.9894;32.0241;24.8059;20.7766;17.9452;14.8367;12.7991;8.981;6.9806;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use|Forest Burning;kt N2O/yr;1.4158;1.4161;1.4162;1.4622;1.4624;1.4626;1.5019;1.5265;1.5265;1.5486;7.6875;3.0269;3.073;5.971;1.709;2.3062;13.2403;6.4158;1.6522;3.8572;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|N2O|Land Use|Savannah Burning;kt N2O/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Fertilizer Use|Nitrogen;Tg N/yr;13.481;12.8675;14.3846;14.6874;14.6427;14.6786;14.5074;14.2807;14.136;13.9212;13.9895;14.1276;14.67;15.5948;15.9014;15.6496;15.6528;15.7867;15.6616;15.9168;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Food Energy Supply;EJ/yr;3.1651;3.2683;3.3658;3.4525;3.5292;3.5959;3.6534;3.7036;3.7452;3.7767;3.7979;3.811;3.8131;3.8061;3.7911;3.7693;3.7411;3.706;3.6636;3.6119;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Food Energy Supply|Crops;EJ/yr;2.3078;2.3901;2.4695;2.5446;2.6143;2.6794;2.7413;2.8018;2.8584;2.9088;2.9522;2.9908;3.0207;3.0416;3.0487;3.0474;3.0395;3.0235;2.9974;2.9619;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Food Energy Supply|Crops|Per Capita;kcal/cap/day;2523.7458;2548.93;2578.1837;2611.5464;2642.437;2673.4759;2706.2146;2741.5552;2777.695;2813.5025;2849.3876;2886.8884;2924.1951;2959.0909;2985.5018;3008.1815;3028.4756;3045.5475;3057.6681;3067.1514;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Food Energy Supply|Livestock;EJ/yr;0.8573;0.8783;0.8964;0.9079;0.915;0.9165;0.9121;0.9019;0.8868;0.8679;0.8458;0.8202;0.7924;0.7644;0.7424;0.7218;0.7016;0.6825;0.6662;0.6499;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Food Energy Supply|Livestock|Per Capita;kcal/cap/day;937.5197;936.6361;935.8182;931.8357;924.8161;914.4865;900.3818;882.5057;861.7792;839.498;816.313;791.6724;767.0701;743.6907;726.973;712.5367;699.0459;687.4824;679.614;673.0193;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Food Energy Supply|Per Capita;kcal/cap/day;3461.2655;3485.5661;3514.0019;3543.3821;3567.2531;3587.9624;3606.5964;3624.0609;3639.4742;3653.0006;3665.7007;3678.5608;3691.2651;3702.7816;3712.4748;3720.7182;3727.5215;3733.0299;3737.2821;3740.1707;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;GDP per capita|MER;US$2005/cap/yr;25093.6465;25658.6004;26794.4082;28379.8355;29810.3942;31260.8996;32816.941;34539.9607;36310.0019;38078.5768;39919.9901;41942.7926;44118.2032;46323.3689;48463.3598;50567.385;52630.3906;54677.8255;56729.6451;58800.5115;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;GDP|MER;billion US$2005/yr;15.0257;15.7543;16.8055;18.107;19.312;20.5152;21.7674;23.1137;24.4667;25.7784;27.0829;28.4535;29.8426;31.1792;32.4063;33.5442;34.5888;35.5439;36.4144;37.1825;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover;million ha;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;588.9694;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Built-up Area;million ha;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;26.2062;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Cropland;million ha;140.8868;142.9144;144.7243;146.0451;145.9989;145.9506;145.6676;143.6515;143.6504;142.0467;137.2007;137.1986;135.0278;134.6286;134.6277;132.2973;132.297;131.081;125.7767;125.7751;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Cropland|Cereals;million ha;61.3492;61.1809;61.4129;61.7352;60.7612;59.7777;58.6687;56.7735;56.4274;54.4385;53.8652;54.5378;56.2197;60.2541;61.4474;58.9254;58.4974;58.8111;58.5151;59.684;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Cropland|Energy Crops;million ha;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;1e-04;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Cropland|Energy Crops|Irrigated;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Cropland|Irrigated;million ha;37.2461;37.2777;37.278;37.3282;37.3279;37.3245;36.6685;36.8882;36.9861;36.7557;36.8475;36.9869;36.7338;36.3274;36.2551;36.1529;36.0969;36.1105;36.0637;36.1695;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Forest;million ha;206.056;206.056;206.056;206.056;206.056;206.056;206.056;206.056;206.0559;206.0559;206.056;206.0559;206.0559;206.0559;206.0559;206.0559;206.0559;206.0559;206.0559;206.0559;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Forest|Afforestation and Reforestation;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Forest|Forestry;million ha;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;112.7903;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Forest|Natural Forest;million ha;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;93.2656;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Other Natural Land;million ha;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;141.4247;134.3145;139.6293;138.3667;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Pasture;million ha;74.3957;72.302;70.4487;57.842;57.842;57.842;48.4891;44.4656;44.4656;40.6294;37.391;35.8208;31.6198;31.6198;31.6198;31.4826;31.4826;31.4826;31.4722;29.2499;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Land Cover|Restoration land;million ha;0;0.0661;0.1095;11.3953;11.4416;11.4898;21.1257;27.1654;27.1666;32.6065;40.6907;42.2631;48.635;49.0342;49.0351;51.5027;51.503;59.8291;59.8291;63.3156;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Population;million;598.7864;613.9979;627.2026;638.0229;647.8291;656.2573;663.2992;669.1883;673.8294;676.9797;678.4307;678.3892;676.4232;673.076;668.6763;663.3561;657.2015;650.0603;641.8934;632.3495;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Cereals|Index;2005=1;1;1.01;1.03;1.07;1.04;1.01;0.91;0.89;0.9;0.88;0.88;0.89;0.86;0.84;0.86;0.82;0.8;0.77;0.74;0.75;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Corn|Index;2005=1;1;1.05;1.07;1.15;1.07;1.04;0.94;0.92;0.91;0.89;0.89;0.9;0.88;0.86;0.87;0.84;0.82;0.79;0.76;0.77;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Livestock|Index;Index (2005 = 1);1;0.96;0.97;1.01;0.97;0.98;0.92;0.9;0.91;0.89;0.89;0.89;0.88;0.87;0.88;0.86;0.85;0.82;0.81;0.8;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Non-Energy Crops and Livestock|Index;Index (2005 = 1);1;0.97;0.98;1.02;0.98;0.98;0.92;0.91;0.91;0.9;0.9;0.91;0.89;0.88;0.88;0.86;0.84;0.82;0.8;0.8;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Non-Energy Crops|Index;Index (2005 = 1);1;1;1.01;1.03;1;0.99;0.94;0.92;0.93;0.92;0.92;0.93;0.92;0.9;0.89;0.86;0.84;0.82;0.8;0.79;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Oilcrops|Index;2005=1;1;1.02;1.03;1.09;1.05;1.04;1;1;1.01;1.01;1.01;1.03;1;0.99;0.97;0.91;0.85;0.8;0.76;0.75;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Soybean|Index;2005=1;1;1;0.98;1.04;1.03;1.01;1.01;1.02;1.03;1.03;1.04;1.04;1.03;1.03;1.02;0.96;0.9;0.84;0.8;0.78;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Sugarcrops|Index;2005=1;1;0.98;0.99;1;0.96;0.96;0.91;0.89;0.88;0.88;0.86;0.86;0.84;0.82;0.82;0.79;0.77;0.75;0.73;0.67;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Agriculture|Wheat|Index;2005=1;1;1.01;1.02;1.06;1.04;1.01;0.91;0.88;0.9;0.88;0.88;0.89;0.86;0.84;0.86;0.82;0.8;0.77;0.74;0.75;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Carbon;US$2005/t CO2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Price|Primary Energy|Biomass;US$2005/GJ;5.0166;5.0375;5.4391;5.6648;5.4214;5.5058;5.3592;5.2566;5.2994;5.2188;5.1927;5.2645;5.3204;5.1039;5.1951;4.9936;4.9126;4.7471;4.6479;4.6806;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Water|Withdrawal|Irrigation;million m3/yr;202555;202555;202546;202546;202546;202546;201301;201301;201301;201301;201301;201301;201301;200794;200794;200794;200794;200794;200426;200426;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Yield|Cereal;t DM/ha/yr;4.5531;4.5621;4.5886;4.5993;4.5958;4.5882;4.5722;4.6076;4.5945;4.5968;4.6653;4.6693;4.7283;4.7105;4.6965;4.7473;4.7476;4.7509;4.7717;4.7536;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Yield|Oilcrops;t DM/ha/yr;1.6287;1.7212;1.7651;1.8023;1.8257;1.8311;1.7923;1.8085;1.8185;1.8631;1.9149;1.8893;1.8879;1.9185;1.8814;1.9172;1.922;1.9415;2.029;2.0765;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Yield|Sugarcrops;t DM/ha/yr;14.1885;13.8128;13.7055;12.8538;13.3195;13.3179;13.3717;13.3779;13.3875;14.8946;14.2947;13.4409;15.2136;16.1217;16.238;16.4503;17.3737;17.3585;17.3403;17.3305;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand;million t DM/yr;195.1571;197.1886;201.3753;206.5733;211.2161;215.1523;217.5092;219.4878;222.0464;224.1579;226.6626;229.5137;231.8238;234.0268;236.3268;237.6795;238.1066;238.0724;237.2831;236.9896;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Bioenergy;million t DM/yr;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Bioenergy|1st generation;million t DM/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Bioenergy|2nd generation;million t DM/yr;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Crops|Feed;million t DM/yr;59.356;59.8775;62.1115;65.4263;68.5966;71.434;73.2406;74.896;76.8294;78.6222;80.8014;83.4028;85.6857;87.9825;90.6065;92.7577;94.4932;96.0468;97.2058;98.7162;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Crops|Food;million t DM/yr;87.0521;87.3237;87.6018;87.6319;87.466;87.2603;87.1981;87.3824;87.6401;87.8246;87.9467;88.0848;88.1474;88.165;88.0446;87.7941;87.4308;87.049;86.6344;86.1212;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Crops|Other;million t DM/yr;34.2729;34.3582;34.7232;35.2068;35.5721;35.815;35.6504;35.1864;35.092;34.9227;34.8998;34.782;34.6278;34.4883;34.3002;33.902;33.2064;32.3309;31.1818;30.243;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Feed;million t DM/yr;62.4884;63.1379;65.5103;69.1223;72.6179;75.8092;77.9331;79.9294;82.2754;84.4919;87.1345;90.254;93.027;95.828;99.0048;101.6586;103.8415;105.801;107.3347;109.2806;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Food;million t DM/yr;97.791;99.0736;100.5069;101.5961;102.3674;102.8621;103.255;103.6976;104.0035;104.0691;103.9572;103.8103;103.5066;103.0545;102.3741;101.4812;100.432;99.3254;98.1633;96.8753;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Livestock|Feed;million t DM/yr;3.1324;3.2604;3.3988;3.6959;4.0213;4.3752;4.6925;5.0334;5.446;5.8697;6.3331;6.8512;7.3413;7.8455;8.3983;8.9008;9.3482;9.7542;10.1289;10.5644;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Livestock|Food;million t DM/yr;10.739;11.7499;12.9051;13.9642;14.9014;15.6018;16.0569;16.3152;16.3634;16.2446;16.0105;15.7255;15.3592;14.8895;14.3295;13.6871;13.0012;12.2764;11.5289;10.7541;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Livestock|Other;million t DM/yr;0.6042;0.6183;0.6343;0.6476;0.6582;0.6654;0.6702;0.6737;0.6749;0.6736;0.6705;0.6669;0.6619;0.6554;0.6471;0.6372;0.6262;0.6146;0.6027;0.59;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Demand|Other;million t DM/yr;34.8771;34.9765;35.3575;35.8544;36.2303;36.4805;36.3206;35.8602;35.767;35.5963;35.5703;35.4489;35.2897;35.1438;34.9473;34.5392;33.8326;32.9455;31.7845;30.833;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Production;million t DM/yr;184.788;196.2978;203.3237;206.8601;212.2364;216.0824;206.8303;203.1902;200.4652;200.1099;200.4138;205.6198;208.8895;206.345;208.5973;207.1749;203.6492;197.0038;189.8313;184.0221;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Production|Crops|Energy;million t DM/yr;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Production|Crops|Non-Energy;million t DM/yr;171.226;181.9957;188.1881;190.6334;194.9549;197.8407;187.8272;183.4929;180.0391;179.0198;178.6331;183.0562;185.6364;182.4147;183.9212;181.8864;177.8727;170.8312;163.3245;157.0514;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Production|Crops|Non-Energy|Cereals;million t DM/yr;124.7067;135.345;140.1774;141.2036;144.3923;147.0914;137.9925;134.6685;129.8268;130.4495;132.4893;138.2376;141.8323;139.2196;141.5319;140.2396;137.0543;130.7443;124.4074;120.3254;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Agricultural Production|Livestock;million t DM/yr;13.5615;14.3015;15.1351;16.2261;17.281;18.2411;19.0026;19.6968;20.4255;21.0895;21.7801;22.563;23.2525;23.9297;24.6755;25.288;25.776;26.172;26.5062;26.9701;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Biodiversity|BII;unitless;0.2469;0.2468;0.2467;0.2823;0.2823;0.2825;0.2829;0.2832;0.2835;0.2835;0.2851;0.2851;0.2853;0.2854;0.2856;0.2857;0.2858;0.286;0.2862;0.2863;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Biodiversity|ESHI;unitless;1;1.0014;1.0016;1.2685;1.2701;1.2727;1.2978;1.3238;1.3239;1.3406;1.3509;1.3512;1.3766;1.379;1.3826;1.4074;1.4101;1.4111;1.4451;1.4505;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Biodiversity|NPotSpeciesInRegion;number of species;299;299;299;299;299;299;299;299;299;299;299;299;299;299;299;299;299;299;299;299;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Biodiversity|RLI;unitless;0.9732;0.9739;0.9739;0.9853;0.9853;0.9853;0.9853;0.9866;0.9866;0.9866;0.9866;0.9866;0.988;0.988;0.988;0.99;0.99;0.99;0.9906;0.9906;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use;Mt CH4/yr;11.233;11.688;12.2906;13.3669;14.3105;15.3897;16.7011;16.8838;17.6538;18.5339;19.4664;20.5926;21.9145;23.442;23.9447;24.7829;25.4759;25.2249;25.3082;25.6007;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;0.3909;0.4091;0.4192;0.4243;0.4328;0.4379;0.4208;0.4135;0.4116;0.4116;0.4142;0.4199;0.4257;0.4244;0.4285;0.4275;0.4227;0.4124;0.3999;0.3919;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;9.7244;10.1494;10.7452;11.7552;12.7027;13.7863;15.1122;15.3022;16.074;16.9402;17.8748;18.965;20.0015;21.049;22.188;23.1119;23.6189;23.4574;23.5582;23.8233;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;0.6234;0.6595;0.7004;0.7611;0.8241;0.8882;0.9473;1.0084;1.0789;1.1513;1.231;1.3219;1.4102;1.5032;1.6068;1.7042;1.7954;1.8821;1.9655;2.0633;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use|Agriculture|Enteric Fermentation;Mt CH4/yr;6.2201;6.4889;6.7971;7.3977;8.0415;8.729;9.3687;10.0364;10.8285;11.6223;12.4771;13.4228;14.3059;15.1962;16.1639;17.0283;17.7702;18.4224;19.0123;19.697;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use|Agriculture|Rice;Mt CH4/yr;2.8809;3.0009;3.2477;3.5964;3.8371;4.1691;4.7962;4.2574;4.1666;4.1666;4.1666;4.2203;4.2854;4.3496;4.4173;4.3794;4.0533;3.1529;2.5804;2.063;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use|Forest Burning;Mt CH4/yr;1.0576;1.0694;1.0662;1.1505;1.1381;1.1286;1.1311;1.1312;1.1313;1.1451;1.1405;1.1708;1.4504;1.9318;1.2913;1.2065;1.3975;1.3182;1.3131;1.3485;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CH4|Land Use|Savannah Burning;Mt CH4/yr;0.0601;0.0601;0.0601;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;0.0369;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|CO2|Land Use;Mt CO2/yr;-399.5363;-50.6264;177.0238;285.7956;123.1075;-99.6242;-144.5163;-69.6197;0.4521;13.9619;13.4121;6.5638;1.0413;4.3482;5.5876;5.8832;4.2779;-5.4489;-21.5073;-31.0457;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|N2O|Land Use;kt N2O/yr;427.3108;437.0175;441.8405;446.1936;449.6054;451.1418;435.1446;429.5889;425.3649;424.3457;429.5197;442.4101;465.5109;494.045;467.1512;465.5148;476.3222;468.2603;464.2078;464.7587;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|N2O|Land Use|Agricultural Waste Burning;kt N2O/yr;4.442;4.649;4.7633;4.8217;4.9183;4.9759;4.7818;4.6983;4.6773;4.6776;4.707;4.7712;4.8378;4.8224;4.8693;4.8582;4.8032;4.6859;4.5448;4.4538;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|N2O|Land Use|Agriculture;kt N2O/yr;360.2558;369.1178;374.0012;375.972;379.9573;381.9529;366.0122;360.5395;356.329;354.5593;359.9576;371.138;379.0296;381.5035;389.2557;392.2237;392.7432;389.0898;385.4556;384.1798;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|N2O|Land Use|Agriculture|AWM;kt N2O/yr;58.2891;57.9268;57.8001;59.846;61.8243;63.6698;64.3476;64.8521;65.6954;66.1044;67.2164;68.3682;68.7192;68.7025;68.5766;67.574;65.6944;63.1407;60.0781;57.0261;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|N2O|Land Use|Agriculture|Cropland Soils;kt N2O/yr;258.2495;268.7882;275.4689;275.6517;277.8747;278.2242;263.2417;258.6844;254.5546;253.2621;258.2394;268.736;276.9541;280.1365;288.5863;293.4032;296.9154;297.1011;297.9232;300.9573;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|N2O|Land Use|Agriculture|Pasture;kt N2O/yr;43.7172;42.4028;40.7322;40.4743;40.2584;40.059;38.4229;37.003;36.079;35.1929;34.5018;34.0339;33.3563;32.6645;32.0928;31.2464;30.1335;28.8481;27.4543;26.1963;
MAgPIE;RCP1p9p_SSP2_BIOD;FSU;Emissions|N2O|Land Use|Forest Burning;kt N2O/yr;56.8777;57.5154;57.3406;61.8769;61.2068;60.69;60.8276;60.8281;60.8356;61.5858;61.3321;62.9779;78.1205;104.1961;69.5033;64.91;75.2528;70.9616;70.6845;72.6021;
